"","Código","Unidade Territorial","UF","Referência","Quantidade total de pessoas em famílias beneficiárias do Programa Bolsa Família"
"471",410100,"AMPÉRE","PR","11/2019",1037
"472",410100,"AMPÉRE","PR","08/2020",1107
"473",410100,"AMPÉRE","PR","06/2018",1451
"474",410105,"ANAHY","PR","03/2019",279
"475",410105,"ANAHY","PR","09/2020",302
"476",410105,"ANAHY","PR","03/2021",365
"477",410105,"ANAHY","PR","06/2019",299
"478",410105,"ANAHY","PR","04/2020",307
"479",410105,"ANAHY","PR","11/2019",280
"480",410105,"ANAHY","PR","11/2018",270
"481",410105,"ANAHY","PR","04/2018",265
"482",410105,"ANAHY","PR","09/2019",285
"483",410105,"ANAHY","PR","04/2021",358
"484",410105,"ANAHY","PR","02/2020",291
"485",410105,"ANAHY","PR","05/2019",298
"486",410105,"ANAHY","PR","09/2018",255
"487",410105,"ANAHY","PR","02/2018",256
"488",410105,"ANAHY","PR","10/2019",278
"489",410105,"ANAHY","PR","10/2018",267
"490",410105,"ANAHY","PR","07/2021",354
"491",410105,"ANAHY","PR","05/2020",304
"492",410105,"ANAHY","PR","01/2019",262
"493",410105,"ANAHY","PR","12/2018",254
"494",410105,"ANAHY","PR","03/2018",259
"495",410105,"ANAHY","PR","06/2020",305
"496",410105,"ANAHY","PR","04/2019",301
"497",410105,"ANAHY","PR","01/2018",252
"498",410105,"ANAHY","PR","07/2020",310
"499",410105,"ANAHY","PR","08/2019",289
"500",410105,"ANAHY","PR","08/2018",254
"501",410105,"ANAHY","PR","10/2020",303
"502",410105,"ANAHY","PR","03/2020",308
"503",410105,"ANAHY","PR","07/2018",277
"504",410105,"ANAHY","PR","05/2018",266
"505",410105,"ANAHY","PR","06/2018",280
"506",410105,"ANAHY","PR","12/2019",296
"507",410105,"ANAHY","PR","05/2021",357
"508",410105,"ANAHY","PR","01/2021",361
"509",410105,"ANAHY","PR","02/2019",274
"510",410105,"ANAHY","PR","01/2020",296
"511",410105,"ANAHY","PR","08/2020",310
"512",410105,"ANAHY","PR","11/2020",304
"513",410105,"ANAHY","PR","06/2021",355
"514",410105,"ANAHY","PR","07/2019",294
"515",410105,"ANAHY","PR","02/2021",364
"516",410105,"ANAHY","PR","12/2020",304
"517",410110,"ANDIRÁ","PR","03/2021",3057
"518",410110,"ANDIRÁ","PR","06/2021",3057
"519",410110,"ANDIRÁ","PR","07/2020",2982
"520",410110,"ANDIRÁ","PR","04/2018",2941
"521",410110,"ANDIRÁ","PR","06/2020",2983
"522",410110,"ANDIRÁ","PR","11/2019",2689
"523",410110,"ANDIRÁ","PR","03/2019",2963
"524",410110,"ANDIRÁ","PR","11/2018",2959
"525",410110,"ANDIRÁ","PR","01/2018",3042
"526",410110,"ANDIRÁ","PR","05/2021",3054
"527",410110,"ANDIRÁ","PR","02/2020",2601
"528",410110,"ANDIRÁ","PR","09/2018",2853
"529",410110,"ANDIRÁ","PR","09/2019",2736
"530",410110,"ANDIRÁ","PR","01/2020",2658
"531",410110,"ANDIRÁ","PR","10/2018",2917
"532",410110,"ANDIRÁ","PR","07/2021",3017
"533",410110,"ANDIRÁ","PR","06/2018",2837
"534",410110,"ANDIRÁ","PR","12/2020",2948
"535",410110,"ANDIRÁ","PR","01/2021",2901
"536",410110,"ANDIRÁ","PR","05/2020",2989
"537",410110,"ANDIRÁ","PR","06/2019",2825
"538",410110,"ANDIRÁ","PR","05/2019",2887
"539",410110,"ANDIRÁ","PR","04/2021",3053
"540",410110,"ANDIRÁ","PR","09/2020",2969
"541",410110,"ANDIRÁ","PR","10/2020",2956
"542",410110,"ANDIRÁ","PR","07/2018",2909
"543",410110,"ANDIRÁ","PR","03/2020",2986
"544",410110,"ANDIRÁ","PR","08/2018",2781
"545",410110,"ANDIRÁ","PR","02/2018",3053
"546",410110,"ANDIRÁ","PR","07/2019",2825
"547",410110,"ANDIRÁ","PR","10/2019",2711
"548",410110,"ANDIRÁ","PR","12/2019",2650
"549",410110,"ANDIRÁ","PR","01/2019",2849
"550",410110,"ANDIRÁ","PR","12/2018",2815
"551",410110,"ANDIRÁ","PR","02/2019",2966
"552",410110,"ANDIRÁ","PR","08/2019",2730
"553",410110,"ANDIRÁ","PR","04/2020",2993
"554",410110,"ANDIRÁ","PR","05/2018",2807
"555",410110,"ANDIRÁ","PR","08/2020",2974
"556",410110,"ANDIRÁ","PR","03/2018",2949
"557",410110,"ANDIRÁ","PR","11/2020",2943
"558",410110,"ANDIRÁ","PR","04/2019",2995
"559",410110,"ANDIRÁ","PR","02/2021",3015
"560",410115,"ÂNGULO","PR","06/2019",488
"561",410115,"ÂNGULO","PR","11/2020",502
"562",410115,"ÂNGULO","PR","06/2021",497
"563",410115,"ÂNGULO","PR","02/2018",532
"564",410115,"ÂNGULO","PR","04/2020",498
"565",410115,"ÂNGULO","PR","07/2020",511
"566",410115,"ÂNGULO","PR","07/2021",496
"567",410115,"ÂNGULO","PR","08/2020",508
"568",410115,"ÂNGULO","PR","02/2021",502
"569",410115,"ÂNGULO","PR","10/2019",471
"570",410115,"ÂNGULO","PR","04/2019",515
"571",410115,"ÂNGULO","PR","03/2020",496
"572",410115,"ÂNGULO","PR","06/2020",509
"573",410115,"ÂNGULO","PR","05/2019",507
"574",410115,"ÂNGULO","PR","05/2021",502
"575",410115,"ÂNGULO","PR","05/2020",505
"576",410115,"ÂNGULO","PR","01/2021",501
"577",410115,"ÂNGULO","PR","08/2018",478
"578",410115,"ÂNGULO","PR","11/2018",500
"579",410115,"ÂNGULO","PR","01/2019",483
"580",410115,"ÂNGULO","PR","03/2019",508
"581",410115,"ÂNGULO","PR","11/2019",471
"582",410115,"ÂNGULO","PR","08/2019",484
"583",410115,"ÂNGULO","PR","04/2021",498
"584",410115,"ÂNGULO","PR","01/2018",524
"585",410115,"ÂNGULO","PR","12/2019",470
"586",410115,"ÂNGULO","PR","12/2020",501
"587",410115,"ÂNGULO","PR","05/2018",478
"588",410115,"ÂNGULO","PR","09/2020",506
"589",410115,"ÂNGULO","PR","02/2019",511
"590",410115,"ÂNGULO","PR","02/2020",435
"591",410115,"ÂNGULO","PR","04/2018",498
"592",410115,"ÂNGULO","PR","09/2019",487
"593",410115,"ÂNGULO","PR","03/2021",498
"594",410115,"ÂNGULO","PR","10/2018",503
"595",410115,"ÂNGULO","PR","07/2018",474
"596",410115,"ÂNGULO","PR","09/2018",505
"597",410115,"ÂNGULO","PR","12/2018",487
"598",410115,"ÂNGULO","PR","03/2018",480
"599",410115,"ÂNGULO","PR","01/2020",471
"600",410115,"ÂNGULO","PR","10/2020",500
"601",410115,"ÂNGULO","PR","06/2018",470
"602",410115,"ÂNGULO","PR","07/2019",484
"603",410120,"ANTONINA","PR","07/2021",4526
"604",410120,"ANTONINA","PR","09/2019",3389
"605",410120,"ANTONINA","PR","12/2019",3543
"606",410120,"ANTONINA","PR","08/2020",4071
"607",410120,"ANTONINA","PR","04/2021",4570
"608",410120,"ANTONINA","PR","06/2019",3669
"609",410120,"ANTONINA","PR","02/2021",4515
"610",410120,"ANTONINA","PR","05/2020",4079
"611",410120,"ANTONINA","PR","02/2019",3801
"612",410120,"ANTONINA","PR","07/2018",3939
"613",410120,"ANTONINA","PR","08/2019",3435
"614",410120,"ANTONINA","PR","05/2019",3776
"615",410120,"ANTONINA","PR","04/2019",3879
"616",410120,"ANTONINA","PR","05/2021",4566
"617",410120,"ANTONINA","PR","10/2020",4065
"618",410120,"ANTONINA","PR","06/2021",4559
"619",410120,"ANTONINA","PR","02/2020",3949
"620",410120,"ANTONINA","PR","03/2020",4086
"621",410120,"ANTONINA","PR","08/2018",3784
"622",410120,"ANTONINA","PR","12/2020",4039
"623",410120,"ANTONINA","PR","04/2020",4094
"624",410120,"ANTONINA","PR","09/2020",4070
"625",410120,"ANTONINA","PR","12/2018",3774
"626",410120,"ANTONINA","PR","07/2019",3626
"627",410120,"ANTONINA","PR","04/2018",3969
"628",410120,"ANTONINA","PR","07/2020",4067
"629",410120,"ANTONINA","PR","11/2020",4055
"630",410120,"ANTONINA","PR","11/2018",3943
"631",410120,"ANTONINA","PR","06/2020",4074
"632",410120,"ANTONINA","PR","10/2019",3255
"633",410120,"ANTONINA","PR","01/2018",4148
"634",410120,"ANTONINA","PR","01/2021",4424
"635",410120,"ANTONINA","PR","01/2019",3758
"636",410120,"ANTONINA","PR","11/2019",3247
"637",410120,"ANTONINA","PR","03/2018",3969
"638",410120,"ANTONINA","PR","03/2019",3796
"639",410120,"ANTONINA","PR","10/2018",3940
"640",410120,"ANTONINA","PR","06/2018",3917
"641",410120,"ANTONINA","PR","05/2018",3908
"642",410120,"ANTONINA","PR","09/2018",3880
"643",410120,"ANTONINA","PR","03/2021",4595
"644",410120,"ANTONINA","PR","01/2020",3535
"645",410120,"ANTONINA","PR","02/2018",4187
"646",410130,"ANTÔNIO OLINTO","PR","08/2020",1796
"647",410130,"ANTÔNIO OLINTO","PR","05/2021",2017
"648",410130,"ANTÔNIO OLINTO","PR","12/2020",1787
"649",410130,"ANTÔNIO OLINTO","PR","12/2019",1667
"650",410130,"ANTÔNIO OLINTO","PR","11/2018",1805
"651",410130,"ANTÔNIO OLINTO","PR","10/2018",1792
"652",410130,"ANTÔNIO OLINTO","PR","09/2018",1764
"653",410130,"ANTÔNIO OLINTO","PR","07/2021",2004
"654",410130,"ANTÔNIO OLINTO","PR","09/2019",1615
"655",410130,"ANTÔNIO OLINTO","PR","05/2020",1791
"656",410130,"ANTÔNIO OLINTO","PR","05/2019",1694
"657",410130,"ANTÔNIO OLINTO","PR","03/2020",1800
"658",410130,"ANTÔNIO OLINTO","PR","07/2019",1666
"659",410130,"ANTÔNIO OLINTO","PR","09/2020",1793
"660",410130,"ANTÔNIO OLINTO","PR","12/2018",1693
"661",410130,"ANTÔNIO OLINTO","PR","01/2019",1751
"662",410130,"ANTÔNIO OLINTO","PR","02/2021",2011
"663",410130,"ANTÔNIO OLINTO","PR","03/2021",2036
"664",410130,"ANTÔNIO OLINTO","PR","06/2021",2013
"665",410130,"ANTÔNIO OLINTO","PR","02/2018",1816
"666",410130,"ANTÔNIO OLINTO","PR","03/2018",1732
"667",410130,"ANTÔNIO OLINTO","PR","04/2019",1760
"668",410130,"ANTÔNIO OLINTO","PR","04/2018",1752
"669",410130,"ANTÔNIO OLINTO","PR","06/2020",1793
"670",410130,"ANTÔNIO OLINTO","PR","02/2020",1772
"671",410130,"ANTÔNIO OLINTO","PR","11/2019",1588
"672",410130,"ANTÔNIO OLINTO","PR","01/2018",1801
"673",410130,"ANTÔNIO OLINTO","PR","07/2018",1738
"674",410130,"ANTÔNIO OLINTO","PR","11/2020",1782
"675",410130,"ANTÔNIO OLINTO","PR","10/2019",1571
"676",410130,"ANTÔNIO OLINTO","PR","07/2020",1794
"677",410130,"ANTÔNIO OLINTO","PR","01/2021",1998
"678",410130,"ANTÔNIO OLINTO","PR","08/2019",1585
"679",410130,"ANTÔNIO OLINTO","PR","04/2021",2026
"680",410130,"ANTÔNIO OLINTO","PR","03/2019",1754
"681",410130,"ANTÔNIO OLINTO","PR","10/2020",1788
"682",410130,"ANTÔNIO OLINTO","PR","08/2018",1747
"683",410130,"ANTÔNIO OLINTO","PR","06/2019",1660
"684",410130,"ANTÔNIO OLINTO","PR","01/2020",1667
"685",410130,"ANTÔNIO OLINTO","PR","05/2018",1669
"686",410130,"ANTÔNIO OLINTO","PR","02/2019",1757
"687",410130,"ANTÔNIO OLINTO","PR","04/2020",1804
"688",410130,"ANTÔNIO OLINTO","PR","06/2018",1725
"689",410140,"APUCARANA","PR","11/2019",7276
"690",410140,"APUCARANA","PR","08/2020",8657
"691",410140,"APUCARANA","PR","02/2021",9294
"692",410140,"APUCARANA","PR","05/2019",8300
"693",410140,"APUCARANA","PR","02/2020",7104
"694",410140,"APUCARANA","PR","02/2018",10059
"695",410140,"APUCARANA","PR","06/2018",8802
"696",410140,"APUCARANA","PR","01/2021",8341
"697",410140,"APUCARANA","PR","04/2020",8653
"698",410140,"APUCARANA","PR","01/2020",7155
"699",410140,"APUCARANA","PR","05/2021",9459
"700",410140,"APUCARANA","PR","06/2019",8109
"701",410140,"APUCARANA","PR","01/2019",8189
"702",410140,"APUCARANA","PR","06/2021",9460
"703",410140,"APUCARANA","PR","05/2020",8673
"704",410140,"APUCARANA","PR","10/2020",8680
"705",410140,"APUCARANA","PR","07/2018",8881
"706",410140,"APUCARANA","PR","09/2019",7668
"707",410140,"APUCARANA","PR","07/2021",9452
"708",410140,"APUCARANA","PR","10/2018",8825
"709",410140,"APUCARANA","PR","11/2018",8492
"710",410140,"APUCARANA","PR","12/2018",8151
"711",410140,"APUCARANA","PR","04/2019",8644
"712",410140,"APUCARANA","PR","05/2018",8907
"713",410140,"APUCARANA","PR","08/2019",7709
"714",410140,"APUCARANA","PR","09/2020",8647
"715",410140,"APUCARANA","PR","04/2021",9456
"716",410140,"APUCARANA","PR","09/2018",8565
"717",410140,"APUCARANA","PR","12/2020",8617
"718",410140,"APUCARANA","PR","01/2018",9988
"719",410140,"APUCARANA","PR","03/2020",8638
"720",410140,"APUCARANA","PR","10/2019",7297
"721",410140,"APUCARANA","PR","04/2018",9075
"722",410140,"APUCARANA","PR","08/2018",8484
"723",410140,"APUCARANA","PR","11/2020",8644
"724",410140,"APUCARANA","PR","12/2019",7207
"725",410140,"APUCARANA","PR","06/2020",8684
"726",410140,"APUCARANA","PR","03/2021",9439
"727",410140,"APUCARANA","PR","07/2019",8074
"728",410140,"APUCARANA","PR","07/2020",8689
"729",410140,"APUCARANA","PR","02/2019",8338
"730",410140,"APUCARANA","PR","03/2019",8472
"731",410140,"APUCARANA","PR","03/2018",9154
"732",410150,"ARAPONGAS","PR","02/2018",7015
"733",410150,"ARAPONGAS","PR","01/2021",7171
"734",410150,"ARAPONGAS","PR","11/2019",6009
"735",410150,"ARAPONGAS","PR","02/2021",7566
"736",410150,"ARAPONGAS","PR","06/2018",6870
"737",410150,"ARAPONGAS","PR","04/2019",7035
"738",410150,"ARAPONGAS","PR","03/2018",6705
"739",410150,"ARAPONGAS","PR","06/2021",7683
"740",410150,"ARAPONGAS","PR","03/2021",7703
"741",410150,"ARAPONGAS","PR","08/2019",6255
"742",410150,"ARAPONGAS","PR","07/2018",7009
"743",410150,"ARAPONGAS","PR","04/2018",6979
"744",410150,"ARAPONGAS","PR","08/2020",7315
"745",410150,"ARAPONGAS","PR","10/2020",7322
"746",410150,"ARAPONGAS","PR","04/2020",7283
"747",410150,"ARAPONGAS","PR","01/2019",6845
"748",410150,"ARAPONGAS","PR","12/2018",6803
"749",410150,"ARAPONGAS","PR","03/2020",7286
"750",410150,"ARAPONGAS","PR","12/2020",7318
"751",410150,"ARAPONGAS","PR","08/2018",6736
"752",410150,"ARAPONGAS","PR","03/2019",6889
"753",410150,"ARAPONGAS","PR","01/2020",5986
"754",410150,"ARAPONGAS","PR","07/2019",6615
"755",410150,"ARAPONGAS","PR","05/2019",6815
"756",410150,"ARAPONGAS","PR","10/2018",7233
"757",410150,"ARAPONGAS","PR","02/2020",5694
"758",410150,"ARAPONGAS","PR","05/2020",7276
"759",410150,"ARAPONGAS","PR","09/2020",7321
"760",410150,"ARAPONGAS","PR","06/2019",6647
"761",410150,"ARAPONGAS","PR","10/2019",5994
"762",410150,"ARAPONGAS","PR","05/2021",7667
"763",410150,"ARAPONGAS","PR","09/2019",6227
"764",410150,"ARAPONGAS","PR","07/2021",7681
"765",410150,"ARAPONGAS","PR","09/2018",7017
"766",410150,"ARAPONGAS","PR","05/2018",6880
"767",410150,"ARAPONGAS","PR","11/2018",7167
"768",410150,"ARAPONGAS","PR","01/2018",6875
"769",410150,"ARAPONGAS","PR","11/2020",7323
"770",410150,"ARAPONGAS","PR","12/2019",6008
"771",410150,"ARAPONGAS","PR","02/2019",6971
"772",410150,"ARAPONGAS","PR","07/2020",7293
"773",410150,"ARAPONGAS","PR","06/2020",7283
"774",410150,"ARAPONGAS","PR","04/2021",7682
"775",410160,"ARAPOTI","PR","09/2018",3999
"776",410160,"ARAPOTI","PR","10/2019",3497
"777",410160,"ARAPOTI","PR","02/2018",4238
"778",410160,"ARAPOTI","PR","07/2021",3795
"779",410160,"ARAPOTI","PR","09/2019",3634
"780",410160,"ARAPOTI","PR","05/2020",3819
"781",410160,"ARAPOTI","PR","10/2018",4037
"782",410160,"ARAPOTI","PR","12/2018",3812
"783",410160,"ARAPOTI","PR","07/2018",4021
"784",410160,"ARAPOTI","PR","01/2019",3798
"785",410160,"ARAPOTI","PR","04/2018",4060
"786",410160,"ARAPOTI","PR","03/2018",4012
"787",410160,"ARAPOTI","PR","04/2019",3935
"788",410160,"ARAPOTI","PR","06/2020",3817
"789",410160,"ARAPOTI","PR","02/2021",3813
"790",410160,"ARAPOTI","PR","03/2020",3841
"791",410160,"ARAPOTI","PR","01/2018",4221
"792",410160,"ARAPOTI","PR","07/2020",3817
"793",410160,"ARAPOTI","PR","11/2019",3506
"794",410160,"ARAPOTI","PR","08/2019",3632
"795",410160,"ARAPOTI","PR","10/2020",3803
"796",410160,"ARAPOTI","PR","08/2018",3981
"797",410160,"ARAPOTI","PR","06/2019",3785
"798",410160,"ARAPOTI","PR","05/2018",3924
"799",410160,"ARAPOTI","PR","06/2018",3987
"800",410160,"ARAPOTI","PR","04/2020",3839
"801",410160,"ARAPOTI","PR","05/2021",3804
"802",410160,"ARAPOTI","PR","12/2019",3840
"803",410160,"ARAPOTI","PR","01/2021",3812
"804",410160,"ARAPOTI","PR","11/2018",3923
"805",410160,"ARAPOTI","PR","12/2020",3789
"806",410160,"ARAPOTI","PR","02/2019",3871
"807",410160,"ARAPOTI","PR","01/2020",3844
"808",410160,"ARAPOTI","PR","03/2019",3894
"809",410160,"ARAPOTI","PR","08/2020",3811
"810",410160,"ARAPOTI","PR","11/2020",3804
"811",410160,"ARAPOTI","PR","09/2020",3804
"812",410160,"ARAPOTI","PR","06/2021",3800
"813",410160,"ARAPOTI","PR","03/2021",3843
"814",410160,"ARAPOTI","PR","07/2019",3768
"815",410160,"ARAPOTI","PR","04/2021",3830
"816",410160,"ARAPOTI","PR","05/2019",3839
"817",410160,"ARAPOTI","PR","02/2020",3821
"818",410165,"ARAPUÃ","PR","04/2018",1120
"819",410165,"ARAPUÃ","PR","04/2020",1079
"820",410165,"ARAPUÃ","PR","06/2021",1095
"821",410165,"ARAPUÃ","PR","09/2018",1108
"822",410165,"ARAPUÃ","PR","11/2019",1015
"823",410165,"ARAPUÃ","PR","07/2021",1089
"824",410165,"ARAPUÃ","PR","07/2020",1068
"825",410165,"ARAPUÃ","PR","02/2020",983
"826",410165,"ARAPUÃ","PR","03/2018",1098
"827",410165,"ARAPUÃ","PR","01/2018",1102
"828",410165,"ARAPUÃ","PR","04/2019",1139
"829",410165,"ARAPUÃ","PR","11/2020",1063
"830",410165,"ARAPUÃ","PR","01/2020",1018
"831",410165,"ARAPUÃ","PR","06/2020",1067
"832",410165,"ARAPUÃ","PR","06/2018",1123
"833",410165,"ARAPUÃ","PR","02/2021",1107
"834",410165,"ARAPUÃ","PR","03/2020",1076
"835",410165,"ARAPUÃ","PR","07/2018",1111
"836",410165,"ARAPUÃ","PR","09/2020",1064
"837",410165,"ARAPUÃ","PR","04/2021",1097
"838",410165,"ARAPUÃ","PR","09/2019",1044
"839",410165,"ARAPUÃ","PR","03/2021",1101
"840",410165,"ARAPUÃ","PR","12/2020",1076
"841",410165,"ARAPUÃ","PR","03/2019",1122
"842",410165,"ARAPUÃ","PR","05/2020",1066
"843",410165,"ARAPUÃ","PR","05/2018",1066
"844",410165,"ARAPUÃ","PR","08/2018",1104
"845",410165,"ARAPUÃ","PR","10/2020",1067
"846",410165,"ARAPUÃ","PR","02/2018",1127
"847",410165,"ARAPUÃ","PR","10/2018",1112
"848",410165,"ARAPUÃ","PR","10/2019",1037
"849",410165,"ARAPUÃ","PR","11/2018",1129
"850",410165,"ARAPUÃ","PR","08/2020",1068
"851",410165,"ARAPUÃ","PR","01/2021",1038
"852",410165,"ARAPUÃ","PR","05/2019",1116
"853",410165,"ARAPUÃ","PR","12/2018",1091
"854",410165,"ARAPUÃ","PR","06/2019",1086
"855",410165,"ARAPUÃ","PR","08/2019",1044
"856",410165,"ARAPUÃ","PR","01/2019",1086
"857",410165,"ARAPUÃ","PR","07/2019",1074
"858",410165,"ARAPUÃ","PR","05/2021",1097
"859",410165,"ARAPUÃ","PR","02/2019",1127
"860",410165,"ARAPUÃ","PR","12/2019",1030
"861",410170,"ARARUNA","PR","06/2019",1393
"862",410170,"ARARUNA","PR","02/2019",1467
"863",410170,"ARARUNA","PR","11/2018",1483
"864",410170,"ARARUNA","PR","05/2018",1510
"865",410170,"ARARUNA","PR","03/2020",1446
"866",410170,"ARARUNA","PR","05/2021",1558
"867",410170,"ARARUNA","PR","01/2020",1297
"868",410170,"ARARUNA","PR","03/2019",1458
"869",410170,"ARARUNA","PR","08/2018",1428
"870",410170,"ARARUNA","PR","10/2020",1432
"871",410170,"ARARUNA","PR","08/2020",1442
"872",410170,"ARARUNA","PR","08/2019",1282
"873",410170,"ARARUNA","PR","12/2020",1423
"874",410170,"ARARUNA","PR","02/2020",1438
"875",410170,"ARARUNA","PR","11/2019",1229
"876",410170,"ARARUNA","PR","04/2021",1555
"877",410170,"ARARUNA","PR","01/2018",1630
"878",410170,"ARARUNA","PR","07/2020",1455
"879",410170,"ARARUNA","PR","11/2020",1422
"880",410170,"ARARUNA","PR","02/2021",1543
"881",410170,"ARARUNA","PR","09/2020",1430
"882",410170,"ARARUNA","PR","03/2021",1542
"883",410170,"ARARUNA","PR","09/2018",1450
"884",410170,"ARARUNA","PR","06/2020",1451
"885",410170,"ARARUNA","PR","03/2018",1517
"886",410170,"ARARUNA","PR","06/2021",1566
"887",410170,"ARARUNA","PR","04/2019",1478
"888",410170,"ARARUNA","PR","01/2021",1535
"889",410170,"ARARUNA","PR","04/2018",1539
"890",410170,"ARARUNA","PR","07/2019",1335
"891",410170,"ARARUNA","PR","09/2019",1274
"892",410170,"ARARUNA","PR","10/2019",1235
"893",410170,"ARARUNA","PR","01/2019",1397
"894",410170,"ARARUNA","PR","12/2018",1422
"895",410170,"ARARUNA","PR","10/2018",1533
"896",410170,"ARARUNA","PR","05/2020",1449
"897",410170,"ARARUNA","PR","05/2019",1436
"898",410170,"ARARUNA","PR","02/2018",1637
"899",410170,"ARARUNA","PR","07/2021",1568
"900",410170,"ARARUNA","PR","12/2019",1320
"901",410170,"ARARUNA","PR","04/2020",1446
"902",410170,"ARARUNA","PR","07/2018",1526
"903",410170,"ARARUNA","PR","06/2018",1519
"904",410180,"ARAUCÁRIA","PR","02/2019",18352
"905",410180,"ARAUCÁRIA","PR","11/2019",16017
"906",410180,"ARAUCÁRIA","PR","10/2019",16118
"907",410180,"ARAUCÁRIA","PR","07/2021",14790
"908",410180,"ARAUCÁRIA","PR","05/2021",14725
"909",410180,"ARAUCÁRIA","PR","09/2019",16463
"910",410180,"ARAUCÁRIA","PR","04/2020",15287
"911",410180,"ARAUCÁRIA","PR","01/2019",18150
"912",410180,"ARAUCÁRIA","PR","08/2019",16398
"913",410180,"ARAUCÁRIA","PR","11/2018",18753
"914",410180,"ARAUCÁRIA","PR","12/2018",17892
"915",410180,"ARAUCÁRIA","PR","01/2018",16685
"916",410180,"ARAUCÁRIA","PR","08/2020",15125
"917",410180,"ARAUCÁRIA","PR","10/2018",18712
"918",410180,"ARAUCÁRIA","PR","03/2020",15302
"919",410180,"ARAUCÁRIA","PR","10/2020",15049
"920",410180,"ARAUCÁRIA","PR","05/2020",15255
"921",410180,"ARAUCÁRIA","PR","06/2019",17553
"922",410180,"ARAUCÁRIA","PR","09/2018",18180
"923",410180,"ARAUCÁRIA","PR","03/2019",18331
"924",410180,"ARAUCÁRIA","PR","05/2018",17048
"925",410180,"ARAUCÁRIA","PR","05/2019",18192
"926",410180,"ARAUCÁRIA","PR","02/2020",15256
"927",410180,"ARAUCÁRIA","PR","03/2021",14716
"928",410180,"ARAUCÁRIA","PR","07/2019",17537
"929",410180,"ARAUCÁRIA","PR","11/2020",15022
"930",410180,"ARAUCÁRIA","PR","01/2020",15974
"931",410180,"ARAUCÁRIA","PR","06/2020",15225
"932",410180,"ARAUCÁRIA","PR","01/2021",14760
"933",410180,"ARAUCÁRIA","PR","07/2020",15165
"934",410180,"ARAUCÁRIA","PR","02/2018",17323
"935",410180,"ARAUCÁRIA","PR","03/2018",16863
"936",410180,"ARAUCÁRIA","PR","12/2020",14935
"937",410180,"ARAUCÁRIA","PR","09/2020",15101
"938",410180,"ARAUCÁRIA","PR","02/2021",14738
"939",410180,"ARAUCÁRIA","PR","06/2021",14771
"940",410180,"ARAUCÁRIA","PR","07/2018",17989
"941",410180,"ARAUCÁRIA","PR","08/2018",17631
"942",410180,"ARAUCÁRIA","PR","04/2019",18931
"943",410180,"ARAUCÁRIA","PR","06/2018",17190
"944",410180,"ARAUCÁRIA","PR","04/2021",14687
"945",410180,"ARAUCÁRIA","PR","12/2019",16015
"946",410180,"ARAUCÁRIA","PR","04/2018",17012
"947",410185,"ARIRANHA DO IVAÍ","PR","02/2020",370
"948",410185,"ARIRANHA DO IVAÍ","PR","07/2018",437
"949",410185,"ARIRANHA DO IVAÍ","PR","11/2018",396
"950",410185,"ARIRANHA DO IVAÍ","PR","06/2019",358
"951",410185,"ARIRANHA DO IVAÍ","PR","11/2019",343
"952",410185,"ARIRANHA DO IVAÍ","PR","04/2018",443
"953",410185,"ARIRANHA DO IVAÍ","PR","09/2018",415
"954",410185,"ARIRANHA DO IVAÍ","PR","05/2019",362
"955",410185,"ARIRANHA DO IVAÍ","PR","10/2019",345
"956",410185,"ARIRANHA DO IVAÍ","PR","07/2021",370
"957",410185,"ARIRANHA DO IVAÍ","PR","02/2018",452
"958",410185,"ARIRANHA DO IVAÍ","PR","05/2020",374
"959",410185,"ARIRANHA DO IVAÍ","PR","01/2019",376
"960",410185,"ARIRANHA DO IVAÍ","PR","04/2019",370
"961",410185,"ARIRANHA DO IVAÍ","PR","06/2020",374
"962",410185,"ARIRANHA DO IVAÍ","PR","07/2020",374
"963",410185,"ARIRANHA DO IVAÍ","PR","06/2021",375
"964",410185,"ARIRANHA DO IVAÍ","PR","08/2019",344
"965",410185,"ARIRANHA DO IVAÍ","PR","08/2018",407
"966",410185,"ARIRANHA DO IVAÍ","PR","05/2018",429
"967",410185,"ARIRANHA DO IVAÍ","PR","06/2018",435
"968",410185,"ARIRANHA DO IVAÍ","PR","12/2019",383
"969",410185,"ARIRANHA DO IVAÍ","PR","02/2019",372
"970",410185,"ARIRANHA DO IVAÍ","PR","03/2020",378
"971",410185,"ARIRANHA DO IVAÍ","PR","08/2020",375
