city;nr;variable;standard;area;production;slaughter;gpv
CIANORTE;Cianorte;CINERARIA;CX;;350;;2.289,00
CIANORTE;Cianorte;COCO VERDE;UNI;2;20000;;20.600,00
CIANORTE;Cianorte;CODORNA (PARA CORTE);KG;;300;450;2.520,00
CIANORTE;Cianorte;CODORNA MATRIZ (DESCARTE);KG;;1400;1500;1.201,50
CIANORTE;Cianorte;COUVE;TON;2;38;;53.960,00
CIANORTE;Cianorte;COUVE CHINESA;TON;0,1;1;;440
CIANORTE;Cianorte;COUVE-FLOR;TON;1;18;;65.880,00
CIANORTE;Cianorte;CRAVINIA;CX;;1000;;5.670,00
CIANORTE;Cianorte;EQUINOS (PARA CORTE);KG;;1800;;                      -  
CIANORTE;Cianorte;EQUINOS > 1 ANO (PARA TRABALHO);UNI;;;13;17.159,74
CIANORTE;Cianorte;EQUINOS DE RACA (EQUITACAO, LAZER,ETC);CAB;;;7;33.188,26
CIANORTE;Cianorte;ERVILHA;TON;0,3;1,4;;7.294,00
CIANORTE;Cianorte;ESCAROLA/CHICORIA;TON;0,5;3,5;;3.780,00
CIANORTE;Cianorte;ESPINAFRE;TON;0,1;0,8;;1.440,00
CIANORTE;Cianorte;ESTERCO DE POEDEIRA;TON;;260;;23.660,00
CIANORTE;Cianorte;ESTERCO DE SUINOS/BOVINOS;TON;;10750;;538.252,50
CIANORTE;Cianorte;FEIJAO SAFRA DAS AGUAS;TON;15;9;;22.317,03
CIANORTE;Cianorte;FEIJAO SAFRA DE INVERNO;TON;20;9;;21.426,03
CIANORTE;Cianorte;FEIJAO-VAGEM;TON;4;43;;72.240,00
CIANORTE;Cianorte;FRANGO DE CORTE (AVES DE CORTE);KG;;6766697;39454676;223.112.247,31
CIANORTE;Cianorte;FUMO;TON;32;49,47;;335.312,11
CIANORTE;Cianorte;GALINHA CAIPIRA (AVES CAIPIRAS PESO VIVO);KG;;13000;9000;110.286,00
CIANORTE;Cianorte;GALINHA POSTURA DESCARTE (AVES POSTURA PESO VIVO);KG;;18000;3800;5.373,20
CIANORTE;Cianorte;GARROTES;CAB;;;3233;3.152.304,32
CIANORTE;Cianorte;GAZANIA;CX;;1500;;7.305,00
CIANORTE;Cianorte;GOIABA;TON;5;90;;180.000,00
CIANORTE;Cianorte;INHAME;TON;0,1;2;;2.900,00
CIANORTE;Cianorte;JILO;TON;0,4;5;;7.800,00
CIANORTE;Cianorte;LARANJA;TON;14,52;816;;210.226,08
CIANORTE;Cianorte;LEITE;MLT;;6500;;5.980.000,00
CIANORTE;Cianorte;LEITE DE CABRA;LIT;;600;;1.326,00
CIANORTE;Cianorte;LIMAO;TON;9,6;180;;187.200,00
CIANORTE;Cianorte;LOBELIA;CX;;200;;1.144,00
CIANORTE;Cianorte;MADEIRAS - EM TORA P/SERRARIA - EUCALIPTO;M3;1500;200;;15.352,00
CIANORTE;Cianorte;MADEIRAS - LENHA;M3;;4000;;139.160,00
CIANORTE;Cianorte;MANDIOCA CONSUMO (HUMANO);TON;21;420;;343.728,00
CIANORTE;Cianorte;MANDIOCA INDUSTRIA;TON;6501;140525,6;;56.369.033,93
CIANORTE;Cianorte;MANGA;TON;4;60;;66.756,00
CIANORTE;Cianorte;MEL;KG;;3000;;16.980,00
CIANORTE;Cianorte;MELANCIA;TON;20;600;;342.000,00
CIANORTE;Cianorte;MILHO SAFRA NORMAL;TON;250;1125;;382.500,00
CIANORTE;Cianorte;MILHO SAFRINHA;TON;6000;22800;;7.592.400,00
CIANORTE;Cianorte;MILHO VERDE (espiga);UNI;5;200000;;76.000,00
CIANORTE;Cianorte;MILHO VERDE DOCE (para conserva);TON;1;9;;2.610,00
CIANORTE;Cianorte;MORANGA;TON;2;32;;15.680,00
CIANORTE;Cianorte;MORANGO (moranguinho);TON;5;103;;556.900,40
CIANORTE;Cianorte;MUARES;CAB;;;1;1.443,46
CIANORTE;Cianorte;MUDA DE AMOR PERFEITO;CX;;300;;1.782,00
CIANORTE;Cianorte;MUDA DE ARVORES PARA ARBORIZACAO;UNI;;1000;;12.560,00
CIANORTE;Cianorte;MUDA DE CAFE;UNI;;50000;;20.000,00
CIANORTE;Cianorte;MUDA DE CANA DE ACUCAR;TON;;120981;;10.218.055,26
CIANORTE;Cianorte;MUDA DE MANDIOCA (MANIVAS);M3;;32800;;1.150.952,00
CIANORTE;Cianorte;MUDAS DE EUCALIPTO;UNI;;800000;;200.000,00
CIANORTE;Cianorte;MUDAS DE PALMITO JUCARA;UNI;;2000;;2.740,00
CIANORTE;Cianorte;NOVILHAS;CAB;;;3422;3.168.908,88
CIANORTE;Cianorte;OVINOS (PARA CORTE);KG;;2800;250;41.450,00
CIANORTE;Cianorte;OVINOS < 6 MESES;KG;;;700;81.634,00
CIANORTE;Cianorte;OVOS DE CODORNA (PARA CONSUMO);DZ;;1000;;870
CIANORTE;Cianorte;OVOS DE GALINHA (PARA CONSUMO);DZ;;332000;;644.080,00
CIANORTE;Cianorte;PACU;KG;;;3000;16.350,00
CIANORTE;Cianorte;PALMITO;KG;0;6000;;24.180,00
CIANORTE;Cianorte;PEPINO;TON;2;40;;45.156,00
CIANORTE;Cianorte;PIAUCU;KG;;;1000;5.480,00
CIANORTE;Cianorte;PIMENTA;TON;0,2;2,5;;10.050,00
CIANORTE;Cianorte;PIMENTAO;TON;0,5;4;;5.464,60
CIANORTE;Cianorte;QUIABO;TON;3;12;;21.720,00
CIANORTE;Cianorte;RABANETE;TON;1;4;;6.480,00
CIANORTE;Cianorte;REPOLHO;TON;6;150;;59.035,50
CIANORTE;Cianorte;RUCULA;TON;2;14;;31.360,00
CIANORTE;Cianorte;SALSA (SALSINHA);TON;1;3;;15.630,00
CIANORTE;Cianorte;SERINGUEIRA (LATEX);KG;10;0;;                      -  
CIANORTE;Cianorte;SILAGEM DE MILHO E/OU SORGO;TON;160;3200;;452.096,00
CIANORTE;Cianorte;SILAGEM OUTRAS (SECA);TON;0;580;;50.228,00
CIANORTE;Cianorte;SOJA SAFRA NORMAL;TON;10700;33170;;34.657.011,10
CIANORTE;Cianorte;SUINOS < 2 MESES (leitao p/recria);UNI;;;100;10.452,00
CIANORTE;Cianorte;SUINOS-COMUM (para abate);KG;;2700;2500;296.000,00
CIANORTE;Cianorte;SUINOS-RACA (para abate);KG;;1500;2400;766.800,00
CIANORTE;Cianorte;TANGERINA MONTENEGRINA;TON;2,2;10;;7.300,00
CIANORTE;Cianorte;TILAPIA;KG;;;25000;100.250,00
CIANORTE;Cianorte;TOMATE CEREJA;TON;3;9;;31.590,00
CIANORTE;Cianorte;TOMATE RISCO;TON;7;199,5;;369.334,35
CIANORTE;Cianorte;TOMATE SAFRAO;TON;7;196;;472.189,48
CIANORTE;Cianorte;TOUROS;CAB;;;22;58.801,60
CIANORTE;Cianorte;TRIGO;TON;170;306;;225.622,98
CIANORTE;Cianorte;URUCUM (so graos c/caroco - desidratado);KG;2;1000;;3.190,00
CIANORTE;Cianorte;UVA DE MESA;TON;2,5;32;;82.240,00
CIANORTE;Cianorte;VACA (PARA CORTE);KG;;;4977;5.491.621,80
CIANORTE;Cianorte;VACA (PARA CRIA);CAB;;;38;60.801,14
CIANORTE;Cianorte;VASSOURA (SECA C/SEMENTE);TON;1;2;;3.280,00
CIDADE GAUCHA;Cianorte;ABACATE;TON;0,1;1,7;;2.083,35
CIDADE GAUCHA;Cianorte;ABACAXI;TON;0,1;3;;2.010,00
CIDADE GAUCHA;Cianorte;ABOBORA (seca/madura);TON;1,5;16;;10.400,00
CIDADE GAUCHA;Cianorte;ABOBRINHA VERDE;TON;0,5;6;;5.760,00
CIDADE GAUCHA;Cianorte;ALFACE;TON;2,7;43;;39.655,46
CIDADE GAUCHA;Cianorte;ALMEIRAO;TON;0,6;9;;16.650,00
CIDADE GAUCHA;Cianorte;AMENDOIM SAFRA DAS AGUAS;TON;5;10;;19.284,00
CIDADE GAUCHA;Cianorte;ARROZ IRRIGADO;TON;70;280;;229.692,40
CIDADE GAUCHA;Cianorte;BANANA;TON;1,5;45;;23.584,05
CIDADE GAUCHA;Cianorte;BETERRABA;TON;0,7;9,8;;10.094,00
CIDADE GAUCHA;Cianorte;BEZERRAS;CAB;;;948;571.492,32
CIDADE GAUCHA;Cianorte;BEZERROS;CAB;;;817;598.950,87
CIDADE GAUCHA;Cianorte;BICHO DA SEDA (CASULO);TON;11;8,5;;104.465,00
CIDADE GAUCHA;Cianorte;BOVINOS (BOI GORDO);KG;;37924;8242;13.702.325,00
CIDADE GAUCHA;Cianorte;BROCOLOS;TON;0,7;10,5;;19.635,00
CIDADE GAUCHA;Cianorte;CAFE;TON;59;50,3;;230.374,00
CIDADE GAUCHA;Cianorte;CAMA DE AVIARIO;TON;;2820;;207.270,00
CIDADE GAUCHA;Cianorte;CANA-DE-ACUCAR;TON;7311,9;518715,7;;26.573.805,31
CIDADE GAUCHA;Cianorte;CAPINEIRAS (forragem verde p/alimentação animal);TON;;9000;;332.010,00
CIDADE GAUCHA;Cianorte;CAPRINOS (PARA CORTE);KG;;100;30;3.384,00
CIDADE GAUCHA;Cianorte;CEBOLINHA (cheiro verde);TON;0,3;1,6;;6.912,00
CIDADE GAUCHA;Cianorte;CENOURA;TON;0,5;10;;10.252,20
CIDADE GAUCHA;Cianorte;COCO VERDE;UNI;2;24000;;24.720,00
CIDADE GAUCHA;Cianorte;CODORNA MATRIZ (DESCARTE);KG;;100;80;128,16
CIDADE GAUCHA;Cianorte;COGUMELO CHAMPIGNON;KG;0,5;1850;;16.446,50
CIDADE GAUCHA;Cianorte;COUVE;TON;0,8;12;;17.040,00
CIDADE GAUCHA;Cianorte;COUVE CHINESA;TON;0,4;6;;2.640,00
CIDADE GAUCHA;Cianorte;EQUINOS (PARA CORTE);KG;;660;;                      -  
CIDADE GAUCHA;Cianorte;EQUINOS > 1 ANO (PARA TRABALHO);UNI;;;6;7.919,88
CIDADE GAUCHA;Cianorte;ESTERCO DE SUINOS/BOVINOS;TON;;7690;;385.038,30
CIDADE GAUCHA;Cianorte;FEIJAO SAFRA DAS AGUAS;TON;10;6;;14.878,02
CIDADE GAUCHA;Cianorte;FEIJAO SAFRA DE INVERNO;TON;25;12,5;;29.758,38
CIDADE GAUCHA;Cianorte;FENO OUTROS;TON;;150;;51.826,50
CIDADE GAUCHA;Cianorte;FRANGO DE CORTE (AVES DE CORTE);KG;;309289;1843228;10.261.250,28
CIDADE GAUCHA;Cianorte;GALINHA CAIPIRA (AVES CAIPIRAS PESO VIVO);KG;;1300;1500;16.710,00
CIDADE GAUCHA;Cianorte;GARROTES;CAB;;;1394;1.359.205,76
CIDADE GAUCHA;Cianorte;LARANJA;TON;236;6608;;1.702.419,04
CIDADE GAUCHA;Cianorte;LEITE;MLT;;4600;;4.232.000,00
CIDADE GAUCHA;Cianorte;MADEIRAS - EM TORA P/SERRARIA - EUCALIPTO;M3;740;2250;;172.710,00
CIDADE GAUCHA;Cianorte;MADEIRAS - LENHA;M3;;17550;;610.564,50
CIDADE GAUCHA;Cianorte;MANDIOCA CONSUMO (HUMANO);TON;3;60;;49.104,00
CIDADE GAUCHA;Cianorte;MANDIOCA INDUSTRIA;TON;1600;39900,8;;16.005.407,90
CIDADE GAUCHA;Cianorte;MARACUJA;TON;1;10;;19.900,00
CIDADE GAUCHA;Cianorte;MEL;KG;;700;;3.962,00
CIDADE GAUCHA;Cianorte;MELANCIA;TON;12;300;;171.000,00
CIDADE GAUCHA;Cianorte;MILHO SAFRA NORMAL;TON;190;1235;;419.900,00
CIDADE GAUCHA;Cianorte;MILHO SAFRINHA;TON;200;1000;;333.000,00
CIDADE GAUCHA;Cianorte;MILHO VERDE (espiga);UNI;2;62000;;23.560,00
CIDADE GAUCHA;Cianorte;MORANGO (moranguinho);TON;0,7;6;;32.440,80
CIDADE GAUCHA;Cianorte;MUARES;CAB;;;2;2.886,92
CIDADE GAUCHA;Cianorte;MUDA DE ARVORES PARA ARBORIZACAO;UNI;;839;;10.537,84
CIDADE GAUCHA;Cianorte;MUDA DE CANA DE ACUCAR;TON;;11325;;956.509,50
CIDADE GAUCHA;Cianorte;MUDA DE COQUEIRO;UNI;;1186;;10.840,04
CIDADE GAUCHA;Cianorte;MUDA DE JABOTICABEIRA;UNI;;356;;4.247,08
CIDADE GAUCHA;Cianorte;MUDA DE MANDIOCA (MANIVAS);M3;;6000;;210.540,00
CIDADE GAUCHA;Cianorte;MUDAS DE ESSENCIAS FLORESTAIS NATIVAS;UNI;;4084;;1.102,68
CIDADE GAUCHA;Cianorte;MUDAS DE EUCALIPTO;UNI;;99078;;24.769,50
CIDADE GAUCHA;Cianorte;MUDAS DE PALMITO JUCARA;UNI;;18;;24,66
CIDADE GAUCHA;Cianorte;NOVILHAS;CAB;;;2504;2.318.804,16
CIDADE GAUCHA;Cianorte;ORNAMENTAIS;UNI;;666;;7.778,88
CIDADE GAUCHA;Cianorte;OVINOS (PARA CORTE);KG;;1500;120;19.896,00
CIDADE GAUCHA;Cianorte;OVINOS < 6 MESES;KG;;;200;19.992,00
CIDADE GAUCHA;Cianorte;OVOS DE CODORNA (PARA CONSUMO);DZ;;350;;304,5
CIDADE GAUCHA;Cianorte;OVOS DE GALINHA (PARA CONSUMO);DZ;;3400;;6.596,00
CIDADE GAUCHA;Cianorte;PACU;KG;;;1000;5.450,00
CIDADE GAUCHA;Cianorte;PALMITO;KG;;6000;;24.180,00
CIDADE GAUCHA;Cianorte;PEPINO;TON;0,3;3;;3.386,70
CIDADE GAUCHA;Cianorte;QUIABO;TON;0,5;6;;10.860,00
CIDADE GAUCHA;Cianorte;REPOLHO;TON;0,1;3;;1.180,71
CIDADE GAUCHA;Cianorte;RUCULA;TON;0,6;4;;8.960,00
CIDADE GAUCHA;Cianorte;SALSA (SALSINHA);TON;0,5;1,5;;7.815,00
CIDADE GAUCHA;Cianorte;SILAGEM DE MILHO E/OU SORGO;TON;120;1800;;254.304,00
CIDADE GAUCHA;Cianorte;SILAGEM OUTRAS (SECA);TON;0;4500;;389.700,00
CIDADE GAUCHA;Cianorte;SOJA SAFRA NORMAL;TON;324;907,2;;947.869,78
CIDADE GAUCHA;Cianorte;SUINOS-COMUM (para abate);KG;;700;800;71.040,00
CIDADE GAUCHA;Cianorte;TANGERINA MONTENEGRINA;TON;0,2;1,6;;1.168,00
CIDADE GAUCHA;Cianorte;TILAPIA;KG;;;12000;48.120,00
CIDADE GAUCHA;Cianorte;TOUROS;CAB;;;25;66.820,00
CIDADE GAUCHA;Cianorte;UVA DE MESA;TON;2;16;;41.120,00
CIDADE GAUCHA;Cianorte;VACA (PARA CORTE);KG;;;4248;4.687.243,20
CIDADE GAUCHA;Cianorte;VACA (PARA CRIA);CAB;;;87;139.202,61
CIDADE GAUCHA;Cianorte;VASSOURA (SECA C/SEMENTE);TON;2,5;3,5;;5.740,00
CLEVELANDIA;Pato Branco;ALHO;TON;1;8;;44.742,40
CLEVELANDIA;Pato Branco;AMENDOIM SAFRA DAS AGUAS;TON;3;3;;5.785,20
CLEVELANDIA;Pato Branco;ARROZ SEQUEIRO;TON;3;6;;4.968,00
CLEVELANDIA;Pato Branco;AVEIA BRANCA;TON;50;110;;50.838,70
CLEVELANDIA;Pato Branco;AVEIA PRETA (GRAO);TON;2000;2000;;1.380.000,00
CLEVELANDIA;Pato Branco;AZEVEM GRAOS;TON;400;200;;23.036,00
CLEVELANDIA;Pato Branco;BATATA DOCE;TON;3;30;;28.200,00
CLEVELANDIA;Pato Branco;BETERRABA;TON;2;50;;51.500,00
CLEVELANDIA;Pato Branco;BEZERROS;CAB;;;496;363.622,56
CLEVELANDIA;Pato Branco;BOVINOS (BOI GORDO);KG;;16548;1158;1.694.154,00
CLEVELANDIA;Pato Branco;BROCOLOS;TON;2;18;;33.660,00
CLEVELANDIA;Pato Branco;BUBALINOS (PARA CORTE);KG;;12;30;45.942,00
CLEVELANDIA;Pato Branco;CANA-DE-ACUCAR;TON;50;2000;;102.460,00
CLEVELANDIA;Pato Branco;CAPINEIRAS (forragem verde p/alimentação animal);TON;;8500;;313.565,00
CLEVELANDIA;Pato Branco;CAPRINOS (PARA CORTE);KG;;1120;560;63.168,00
CLEVELANDIA;Pato Branco;CARPA;KG;;;1000;4.420,00
CLEVELANDIA;Pato Branco;CEBOLA;TON;2;16;;17.056,00
CLEVELANDIA;Pato Branco;CEBOLINHA (cheiro verde);TON;0,5;5;;21.600,00
CLEVELANDIA;Pato Branco;CENOURA;TON;1;30;;30.756,60
CLEVELANDIA;Pato Branco;CODORNA (PARA CORTE);KG;;300;900;2.880,00
CLEVELANDIA;Pato Branco;COELHO (PARA CORTE);KG;;50;150;3.150,00
CLEVELANDIA;Pato Branco;COUVE;TON;0,3;3;;4.260,00
CLEVELANDIA;Pato Branco;COUVE-FLOR;TON;2;40;;146.400,00
CLEVELANDIA;Pato Branco;EQUINOS (PARA CORTE);KG;;445;;                      -  
CLEVELANDIA;Pato Branco;EQUINOS > 1 ANO (PARA TRABALHO);UNI;;;106;139.917,88
CLEVELANDIA;Pato Branco;ERVA-MATE (em folha);TON;350;2200;;2.296.052,00
CLEVELANDIA;Pato Branco;ESTERCO DE POEDEIRA;TON;;20;;1.820,00
CLEVELANDIA;Pato Branco;ESTERCO DE SUINOS/BOVINOS;TON;;15380;;770.076,60
CLEVELANDIA;Pato Branco;FEIJAO SAFRA DA SECA;TON;2000;2000;;5.317.000,00
CLEVELANDIA;Pato Branco;FEIJAO SAFRA DAS AGUAS;TON;1000;2000;;4.959.340,00
CLEVELANDIA;Pato Branco;FEIJAO-VAGEM;TON;0,3;4;;6.720,00
CLEVELANDIA;Pato Branco;FENO OUTROS;TON;;3600;;1.243.836,00
CLEVELANDIA;Pato Branco;FUMO;TON;3;5,8;;39.312,92
CLEVELANDIA;Pato Branco;GALINHA CAIPIRA (AVES CAIPIRAS PESO VIVO);KG;;19400;29100;486.261,00
CLEVELANDIA;Pato Branco;GALINHA REPRODUTORA DESCARTE (PESO VIVO);KG;;1730;1730;9.072,12
CLEVELANDIA;Pato Branco;GARROTES;CAB;;;116;113.104,64
CLEVELANDIA;Pato Branco;JABUTICABA;TON;10;65;;105.300,00
CLEVELANDIA;Pato Branco;LA;KG;;2600;;6.214,00
CLEVELANDIA;Pato Branco;LARANJA;TON;8;80;;20.610,40
CLEVELANDIA;Pato Branco;LEITE;MLT;;21539;;19.815.880,00
CLEVELANDIA;Pato Branco;LIMAO;TON;1;10;;10.400,00
CLEVELANDIA;Pato Branco;MADEIRAS - EM TORA P/LAMINADORA - PINUS;M3;;5400;;575.100,00
CLEVELANDIA;Pato Branco;MADEIRAS - EM TORA P/OUTRAS FINALIDADES;M3;;2300;;194.304,00
CLEVELANDIA;Pato Branco;MADEIRAS - EM TORA P/PAPEL E CELULOSE;M3;;1500;;73.110,00
CLEVELANDIA;Pato Branco;MADEIRAS - EM TORA P/SERRARIA - EUCALIPTO;M3;1000;1100;;84.436,00
CLEVELANDIA;Pato Branco;MADEIRAS - EM TORA P/SERRARIA - OUTRAS;M3;;2000;;176.160,00
CLEVELANDIA;Pato Branco;MADEIRAS - EM TORA P/SERRARIA - PINHEIRO DO PARANA;M3;;800;;157.016,00
CLEVELANDIA;Pato Branco;MADEIRAS - EM TORA P/SERRARIA - PINUS;M3;1800;1850;;153.587,00
CLEVELANDIA;Pato Branco;MADEIRAS - LASCA (palanque serrado/lascado);DZ;;350;;30.117,50
CLEVELANDIA;Pato Branco;MADEIRAS - LENHA;M3;;12000;;417.480,00
CLEVELANDIA;Pato Branco;MADEIRAS - MOURAO;UNI;;500;;10.000,00
CLEVELANDIA;Pato Branco;MANDIOCA CONSUMO (HUMANO);TON;5;100;;81.840,00
CLEVELANDIA;Pato Branco;MANDIOCA INDUSTRIA;TON;95;1900;;762.147,00
CLEVELANDIA;Pato Branco;MARRECO (PARA CORTE);KG;0;30;45;675
CLEVELANDIA;Pato Branco;MEL;KG;;6000;;33.960,00
CLEVELANDIA;Pato Branco;MELANCIA;TON;4;180;;102.600,00
CLEVELANDIA;Pato Branco;MILHO SAFRA NORMAL;TON;6500;65000;;22.100.000,00
CLEVELANDIA;Pato Branco;MILHO SAFRINHA;TON;75;450;;149.850,00
CLEVELANDIA;Pato Branco;MILHO VERDE (espiga);UNI;0,5;30000;;11.400,00
CLEVELANDIA;Pato Branco;MILHO-PIPOCA;TON;2;10;;10.430,00
CLEVELANDIA;Pato Branco;MORANGA;TON;2;40;;19.600,00
CLEVELANDIA;Pato Branco;MUDAS DE ESSENCIAS FLORESTAIS NATIVAS;UNI;0;5000;;1.350,00
CLEVELANDIA;Pato Branco;MUDAS DE EUCALIPTO;UNI;;340000;;85.000,00
CLEVELANDIA;Pato Branco;MUDAS DE OLERICOLAS;UNI;;6000;;240
CLEVELANDIA;Pato Branco;MUDAS DE PINUS;UNI;0;250000;;60.000,00
CLEVELANDIA;Pato Branco;NOVILHAS;CAB;;;447;413.939,88
CLEVELANDIA;Pato Branco;OVINOS (PARA CORTE);KG;;5400;2700;402.894,00
CLEVELANDIA;Pato Branco;OVOS DE CODORNA (PARA CONSUMO);DZ;;1050;;913,5
CLEVELANDIA;Pato Branco;OVOS DE GALINHA (FECUNDADO);DZ;;126921;;717.103,65
CLEVELANDIA;Pato Branco;OVOS DE GALINHA (PARA CONSUMO);DZ;;155200;;301.088,00
CLEVELANDIA;Pato Branco;PEPINO;TON;2,5;50;;56.445,00
CLEVELANDIA;Pato Branco;PERA;TON;1;8;;10.960,00
CLEVELANDIA;Pato Branco;PESSEGO;TON;5;15;;25.800,00
CLEVELANDIA;Pato Branco;PIMENTAO;TON;0,5;5;;6.830,75
CLEVELANDIA;Pato Branco;PINHAO;KG;;100000;;209.000,00
CLEVELANDIA;Pato Branco;REPOLHO;TON;7;220;;86.585,40
CLEVELANDIA;Pato Branco;RESIDUOS FLORESTAIS;TON;;25000;;1.003.250,00
CLEVELANDIA;Pato Branco;SALSA (SALSINHA);TON;0,2;1;;5.210,00
CLEVELANDIA;Pato Branco;SEMENTE DE AVEIA BRANCA;TON;0;24;;887,28
CLEVELANDIA;Pato Branco;SEMENTE DE AVEIA PRETA;TON;;271;;6.295,33
CLEVELANDIA;Pato Branco;SEMENTE DE FEIJAO;TON;;81;;24.360,75
CLEVELANDIA;Pato Branco;SEMENTE DE SOJA;TON;;5407;;273.377,92
CLEVELANDIA;Pato Branco;SEMENTE DE TRIGO;TON;;4749;;350.143,77
CLEVELANDIA;Pato Branco;SILAGEM DE MILHO E/OU SORGO;TON;675;21400;;3.023.392,00
CLEVELANDIA;Pato Branco;SILAGEM OUTRAS (SECA);TON;0;300;;25.980,00
CLEVELANDIA;Pato Branco;SOJA SAFRA NORMAL;TON;30000;90000;;94.034.700,00
CLEVELANDIA;Pato Branco;SOJA SAFRINHA;TON;4500;5580;;5.454.450,00
CLEVELANDIA;Pato Branco;SUINOS < 2 MESES (leitao p/recria);UNI;;;45666;4.773.010,32
CLEVELANDIA;Pato Branco;SUINOS-COMUM (para abate);KG;;50;30;6.216,00
CLEVELANDIA;Pato Branco;SUINOS-RACA (para abate);KG;0;9687;;                      -  
CLEVELANDIA;Pato Branco;TANGERINA MONTENEGRINA;TON;2;25;;18.250,00
CLEVELANDIA;Pato Branco;TILAPIA;KG;;;4000;16.040,00
CLEVELANDIA;Pato Branco;TOMATE SAFRAO;TON;1;50;;120.456,50
CLEVELANDIA;Pato Branco;TOURO PC (COM REGISTRO);CAB;;;57;210.094,59
CLEVELANDIA;Pato Branco;TOURO PO (REPROD. P/GADO DE CORTE);CAB;;;10;42.815,40
CLEVELANDIA;Pato Branco;TOUROS;CAB;;;39;104.239,20
CLEVELANDIA;Pato Branco;TRIGO;TON;5100;17702;;13.052.215,66
CLEVELANDIA;Pato Branco;UVA VINIFERA;TON;20;100;;206.050,00
CLEVELANDIA;Pato Branco;VACA (PARA CORTE);KG;;;1158;1.277.737,20
CLEVELANDIA;Pato Branco;VACA (PARA CRIA);CAB;;;41;65.601,23
CLEVELANDIA;Pato Branco;VASSOURA (SECA C/SEMENTE);TON;2;8;;13.120,00
COLOMBO;Curitiba;ABOBORA (seca/madura);TON;21;464;;301.600,00
COLOMBO;Curitiba;ABOBORA-TETSUKABUTO (KABOTIA);TON;14;303;;227.250,00
COLOMBO;Curitiba;ABOBRINHA VERDE;TON;238;5801;;5.568.960,00
COLOMBO;Curitiba;AGRIAO AQUATICO;TON;31;784;;1.520.960,00
COLOMBO;Curitiba;ALCACHOFRA (fruto);TON;7;124;;202.120,00
COLOMBO;Curitiba;ALFACE;TON;848;21192;;19.543.686,24
COLOMBO;Curitiba;ALMEIRAO;TON;34;847;;1.566.950,00
COLOMBO;Curitiba;AMARILYS;VSO;;80;;588,8
COLOMBO;Curitiba;AMEIXA;TON;3;33;;67.359,60
COLOMBO;Curitiba;BAGRE;KG;;;1300;5.707,00
COLOMBO;Curitiba;BATATA DOCE;TON;26;567;;532.980,00
COLOMBO;Curitiba;BEGONIA DO SOL;UNI;;60000;;42.000,00
COLOMBO;Curitiba;BEIJO AMERICANO;CX;;55000;;374.550,00
COLOMBO;Curitiba;BERINJELA;TON;46;1300;;1.430.000,00
COLOMBO;Curitiba;BETERRABA;TON;187;5998;;6.177.940,00
COLOMBO;Curitiba;BEZERRAS;CAB;;;6;3.617,04
COLOMBO;Curitiba;BEZERROS;CAB;;;8;5.864,88
COLOMBO;Curitiba;BOVINOS (BOI GORDO);KG;;800;42;62.283,90
COLOMBO;Curitiba;BRINCO DE PRINCESA;UNI;;100;;580
COLOMBO;Curitiba;BROCOLOS;TON;93;2224;;4.158.880,00
COLOMBO;Curitiba;BUBALINOS (PARA CORTE);KG;;2;1;1.413,60
COLOMBO;Curitiba;CAPRINOS (PARA CORTE);KG;;380;126;20.371,68
COLOMBO;Curitiba;CAQUI;TON;30;270;;115.560,00
COLOMBO;Curitiba;CARPA;KG;;;16000;70.720,00
COLOMBO;Curitiba;CEBOLA;TON;2;34;;36.244,00
COLOMBO;Curitiba;CEBOLINHA (cheiro verde);TON;8;353;;1.524.960,00
COLOMBO;Curitiba;CENOURA;TON;34;1013;;1.038.547,86
COLOMBO;Curitiba;CHUCHU;TON;460;22080;;18.818.121,60
COLOMBO;Curitiba;COELHO (PARA CORTE);KG;;50;500;8.750,00
COLOMBO;Curitiba;COUVE;TON;65;2251;;3.196.420,00
COLOMBO;Curitiba;COUVE CHINESA;TON;88;2446;;1.076.240,00
COLOMBO;Curitiba;COUVE-FLOR;TON;1034;29986;;109.748.760,00
COLOMBO;Curitiba;ERVA-MATE (em folha);TON;;5;;5.218,30
COLOMBO;Curitiba;ERVILHA;TON;12;76;;395.960,00
COLOMBO;Curitiba;ESCAROLA/CHICORIA;TON;54;1097;;1.184.760,00
COLOMBO;Curitiba;ESPINAFRE;TON;20;456;;820.800,00
COLOMBO;Curitiba;ESTERCO DE SUINOS/BOVINOS;TON;;410;;20.528,70
COLOMBO;Curitiba;FEIJAO SAFRA DAS AGUAS;TON;40;54,55;;135.266,00
COLOMBO;Curitiba;FEIJAO-VAGEM;TON;212;4339;;7.289.520,00
COLOMBO;Curitiba;FIGO;TON;2;24;;87.840,00
COLOMBO;Curitiba;GALINHA CAIPIRA (AVES CAIPIRAS PESO VIVO);KG;;95000;142500;2.460.547,50
COLOMBO;Curitiba;GARROTES;CAB;;;19;18.525,76
COLOMBO;Curitiba;GERBERA;DZ;;100;;689
COLOMBO;Curitiba;JILO;TON;16;332;;517.920,00
COLOMBO;Curitiba;LA;KG;;1780;;4.254,20
COLOMBO;Curitiba;LEITE;MLT;;355;;326.600,00
COLOMBO;Curitiba;LEITE DE BUFALA;LIT;;75;;69,75
COLOMBO;Curitiba;LEITE DE CABRA;LIT;;14640;;32.354,40
